1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
184.49625668449184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008052739192340657,0.0,0.0010341753799900384,0.008829944192264336,0.0010341753799900384,0.0
0.0,163.00000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36221540552549664,0.0,0.0,0.0
0.0,0.0,43.434042553191446,0.011458926253426148,0.0,0.0,0.0,0.0,14.21320850981991,0.0006692744814102546,0.0,0.0,0.0,0.0,0.02991121614150501
0.0,0.0,0.011458926253426146,19.003809523809533,0.0,0.0,0.0,0.0,0.0,0.04605760803760181,0.0,0.0,0.0,0.0,0.22991199144351698
0.0,0.0,0.0,0.0,30.742500000000007,0.0,0.0,0.0,0.0,7.224530990058508,0.0,0.0,0.0,0.0,0.0025
0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.6400000000000006,0.0,0.0,0.0,0.15556349186104051,0.0,0.2711088342345192,0.11430952132988167,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.213208509819914,0.0,0.0,0.0,0.0,0.0,34.885833333333345,0.0,0.0,0.0,0.0,0.0,6.56225106229788
0.008052739192340657,0.0,0.0006692744814102546,0.04605760803760182,7.224530990058509,0.0,0.0,0.0,0.0,13.605263157894735,0.0,0.0,0.011285761872936695,0.0,1.745502491367005
0.0,0.0,0.0,0.0,0.0,0.0,0.15556349186104051,0.0,0.0,0.0,5.000000000000002,0.0,0.0438178046004133,0.0,0.0
0.0010341753799900382,0.3622154055254962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.7968939703624315,0.019999999999999997,0.0
0.008829944192264337,0.0,0.0,0.0,0.0,0.0,0.27110883423451926,0.0,0.0,0.011285761872936695,0.0438178046004133,0.7968939703624315,3.016,0.17076299364909248,0.0
0.0010341753799900382,0.0,0.0,0.0,0.0,0.0,0.11430952132988166,0.0,0.0,0.0,0.0,0.019999999999999997,0.17076299364909245,0.9999999999999998,0.0
0.0,0.0,0.029911216141505017,0.229911991443517,0.0024999999999999996,0.0,0.0,0.0,6.562251062297878,1.745502491367005,0.0,0.0,0.0,0.0,10.903333333333336
